Time,Intensity
0.0,-0.19930076986218417
1.0,0.4738082956447842
2.0,1.9711032014840868
3.0,4.512387665355771
4.0,6.228278068285114
5.0,7.876417177804867
6.0,8.378421739828612
7.0,7.44847439323351
8.0,4.549798249913292
9.0,2.0850280441409073
10.0,-0.8204040899370533
11.0,-0.9846749165878338
12.0,-0.9075465081894263
13.0,-0.917739676714884
14.0,0.07914274098661217
15.0,0.6691508637137642
16.0,0.4026163492243466
17.0,0.462533150037168
18.0,0.6111722182554253
19.0,-0.034431979845210084
20.0,-0.16805533039000475
21.0,-0.08635075065260323
22.0,0.7586673840364142
23.0,1.282624965955804
24.0,2.057410613538143
25.0,2.6464726565519623
26.0,3.0950817664272
27.0,2.6563878836677812
28.0,2.3912155584359565
29.0,2.0076207824018364
30.0,2.82642173133407
31.0,2.611304903677752
32.0,3.4609215173609438
33.0,4.338555559241877
34.0,6.139048870880027
35.0,8.589152989931828
36.0,10.081272356729638
37.0,10.540174264026765
38.0,10.523876672456048
39.0,10.474869268395434
40.0,9.182331769726304
41.0,8.396201253168996
42.0,7.772988329308888
43.0,7.580604759767746
44.0,8.114011169026588
45.0,8.061870275011165
46.0,8.035862763246321
47.0,8.231894245177742
48.0,8.004513563286471
49.0,8.2363843795197
50.0,8.536453125011295
51.0,8.330597208342535
52.0,9.394943563795552
53.0,9.427328275527074
54.0,10.06204140846152
55.0,10.02062113759271
56.0,10.17737613881887
57.0,10.137620270024257
58.0,9.898125682309395
59.0,9.760438446753634
60.0,9.756139495645932
61.0,9.729913623220535
62.0,9.467160727367471
63.0,9.515687276668288
64.0,9.197452570568906
65.0,8.779189045678038
66.0,8.289051419564252
67.0,8.534231285345834
68.0,7.939529997409561
69.0,7.534818331055755
70.0,7.3907525164683845
71.0,5.36889548483321
72.0,4.391404330014758
73.0,2.7368111845144374
74.0,2.476625635490093
75.0,1.8592246584568486
76.0,2.8516177015628426
77.0,2.908998593804545
78.0,2.905904138790462
79.0,3.605134518130498
80.0,3.3051361739587772
81.0,3.0242228892465923
82.0,2.7553908145831714
83.0,2.9099755240813634
84.0,2.8973485507359933
85.0,3.1510532859214946
86.0,3.194419353675892
87.0,2.8377339057493765
88.0,2.863831181621666
89.0,2.8586520771267265
90.0,2.645767591830015
91.0,2.8311193117766367
92.0,2.9562860216660205
93.0,3.1548877733397442
94.0,3.3151032809827017
95.0,2.7845182532957113
96.0,3.124484575906169
97.0,2.874860915163298
98.0,3.503842329081931
99.0,2.9722690165229633
