Time,Intensity
0.0,-0.0641857228426122
1.0,0.2815690107194556
2.0,0.34604095196149065
3.0,0.4501681682597381
4.0,0.842788157420259
5.0,0.15860829248966346
6.0,1.2124081686204544
7.0,0.7190645831093581
8.0,0.4949116770671895
9.0,0.9288722331613797
10.0,1.003729299850706
11.0,0.8059835964113372
12.0,1.217700037668893
13.0,3.004653565439573
14.0,5.412399558269287
15.0,8.427194596044771
16.0,10.291982833275451
17.0,11.124472154526805
18.0,11.370161493610388
19.0,10.538641469040291
20.0,9.722911345969342
21.0,9.304206521500278
22.0,8.006638808980599
23.0,5.9242518910831725
24.0,3.7491426696856647
25.0,2.424877411695926
26.0,0.9605609835892531
27.0,1.7058590732397818
28.0,2.018588731150729
29.0,1.9096702188646826
30.0,2.5971111397889195
31.0,2.3905302980295247
32.0,2.7266659733547534
33.0,1.896079466103754
34.0,2.0826953233265324
35.0,2.5188666007077556
36.0,2.9975745676971552
37.0,3.133209152498626
38.0,5.0727569793784495
39.0,6.926353035205555
40.0,7.942164183017034
41.0,9.08220896938509
42.0,8.387960379393162
43.0,8.45988415249214
44.0,7.764928241252001
45.0,8.176743794772362
46.0,7.710368118742042
47.0,7.218748425104658
48.0,5.6815313910018705
49.0,4.486970940918592
50.0,1.9531493971084601
51.0,0.1507055609129175
52.0,-0.6430652909858792
53.0,-0.8839714418324085
54.0,-0.701413980277324
55.0,-0.24759746973504998
56.0,0.05452573274888947
57.0,0.6507066074816227
58.0,-0.16959245309519966
59.0,-0.10907581913762238
60.0,-0.14828166023367206
61.0,-0.042570374819897734
62.0,0.0729460091917436
63.0,-0.25270004564562687
64.0,0.1535109474458749
65.0,1.9094031304950996
66.0,4.325629987026097
67.0,6.516651653383376
68.0,8.149322400656802
69.0,8.86536288562956
70.0,9.036372996595155
71.0,8.467673957902047
72.0,8.247853188088474
73.0,7.555768229207273
74.0,7.6704411749679835
75.0,7.288592515436701
76.0,6.435541267713154
77.0,4.568732789259775
78.0,3.1057240827121837
79.0,1.223023417669057
80.0,0.41035942786768886
81.0,-0.5265095722787243
82.0,0.2680132176180795
83.0,0.5920196518456682
84.0,1.0124266654442542
85.0,0.13574866589391466
86.0,0.6527343149318026
87.0,0.2963659871364153
88.0,-0.48531099786218
89.0,-0.4353661789341692
90.0,-0.32012460111605523
91.0,-0.013308346248815056
92.0,0.20181081645551538
93.0,0.571832863587451
94.0,-0.00674164316455976
95.0,0.20487862498979048
96.0,0.02883144328298679
97.0,0.42135068570649775
98.0,0.17055377412173564
99.0,0.3361531815043552
