Time,Intensity
0.0,-0.0762472624628692
1.0,-0.04788826435557403
2.0,1.242722232068017
3.0,2.5806437488563962
4.0,3.728387787615166
5.0,5.002131092504489
6.0,5.701309026042277
7.0,5.494452036050091
8.0,5.425753204975834
9.0,5.16162259668179
10.0,4.960396612369329
11.0,4.7964340185740495
12.0,5.145964963150173
13.0,5.319165055250305
14.0,5.243577615649396
15.0,4.9765141136786
16.0,5.345187847780113
17.0,4.953558693277891
18.0,4.963002306376408
19.0,3.6298703283594485
20.0,2.7779314192030182
21.0,1.0719280221784582
22.0,-0.364734599914074
23.0,-0.673687737895623
24.0,-0.5935895915089578
25.0,-0.26137976947769714
26.0,-0.1632227870835985
27.0,0.599601136199524
28.0,2.5895740971140495
29.0,4.9918412235644976
30.0,7.964683256459589
31.0,10.252120379808305
32.0,10.699963549427624
33.0,11.21646404470428
34.0,10.942152185969979
35.0,9.969480248815573
36.0,9.455683613091235
37.0,9.70581462436524
38.0,9.586435767440873
39.0,9.788601729763144
40.0,9.495415255232846
41.0,9.193550032998857
42.0,9.501435442461343
43.0,9.386582239518019
44.0,9.677027628983948
45.0,9.43571501054078
46.0,8.410293573746173
47.0,6.975781250972943
48.0,4.989776117839063
49.0,2.187646669656573
50.0,-0.257757054520693
51.0,-1.1159311087454142
52.0,-1.0274819589284367
53.0,-0.5017357751587449
54.0,0.18134587574803018
55.0,0.37333035112968405
56.0,0.33919530748917337
57.0,0.16006982046349605
58.0,0.31972577224407484
59.0,-0.5438084031093124
60.0,0.18676146551221334
61.0,0.6454191026280947
62.0,0.7559874665857678
63.0,1.560324849620364
64.0,1.4843861662230542
65.0,1.8585664446209598
66.0,1.5150260743461867
67.0,1.6103811207306051
68.0,1.6884118570971114
69.0,1.4724712863326144
70.0,1.1839611142935396
71.0,1.0572885897351474
72.0,1.8958360548427393
73.0,1.4347695619715632
74.0,1.2837053224417196
75.0,1.4814686186301478
76.0,1.3898006136874965
77.0,1.6480565363805264
78.0,1.4450227362197432
79.0,1.4431809904102995
80.0,1.2637913022745648
81.0,1.5609866414495077
82.0,1.1848715392494196
83.0,1.6088602286644316
84.0,1.9098385286884176
85.0,1.6687171799064555
86.0,2.8324603505112664
87.0,5.865142453693793
88.0,8.826042621225344
89.0,9.841436007980647
90.0,10.692650579743189
91.0,11.171422431822723
92.0,10.24307380841296
93.0,9.194676105998877
94.0,7.287896365598038
95.0,4.817710744682751
96.0,1.8128060842207567
97.0,-0.07395859037638527
98.0,-1.1430579580558717
99.0,-1.3026061198212666
